pts,elo_i,win_equiv,game_result
110,1470.8069,43.50761,W
108,1562.7863,51.144661,L
117,1391.9625,34.70042,W
115,1372.4487,32.126831,L
131,1364.649,31.421244,L
137,1533.2239,49.277611,W
117,1467.3221,41.64584,L
141,1624.7924,58.226383,W
100,1461.4285,41.354206,L
106,1601.5085,55.883347,W
120,1172.6403,27.423016,L
132,1190.989,30.550009,W
105,1373.793,49.741688,W
100,1409.9218,51.175941,L
109,1274.2446,37.59391,L
111,1270.8315,38.655254,W
114,1364.8461,49.07272,W
95,1416.8143,51.62772,L
108,1290.5236,24.164032,L
121,1369.4984,32.692303,W
129,1458.8248,40.302357,L
132,1362.4128,32.421528,W
107,1277.6224,38.127743,L
109,1165.4976,27.896597,W
95,1267.4537,38.649513,W
86,1377.9779,48.047966,L
126,1461.6055,42.084492,W
124,1323.9232,27.310493,L
93,1284.8851,23.474455,L
120,1394.9128,35.519627,W
146,1535.4601,50.561771,W
102,1448.7965,38.955887,L
100,1604.1122,54.168644,L
121,1479.3837,45.43578,W
112,1367.8641,48.400177,W
110,1384.6355,49.394066,L
99,1213.4153,32.495487,W
98,1331.5271,43.849831,L
113,1280.9772,41.452972,W
100,1403.6825,49.310719,L
111,1375.1368,32.177544,L
114,1497.9017,45.966949,W
102,1554.2095,51.447811,W
101,1585.5941,53.877731,L
125,1630.509,58.377972,W
103,1276.9105,23.324007,L
97,1399.0792,51.66119,W
87,1327.2122,43.333157,L
133,1170.547,30.224916,W
112,1380.3412,46.842327,L
105,1272.573,37.884338,L
106,1304.3185,41.697632,W
111,1381.1702,49.582844,W
107,1217.7302,32.306934,L
102,1275.1522,23.095076,L
106,1370.0055,32.446915,W
131,1319.7395,28.813086,W
110,1402.8875,33.890144,L
110,1548.3119,49.65411,L
115,1372.4412,33.338863,W
109,1435.9447,38.064587,L
126,1465.7892,42.97784,W
118,1383.0504,48.735493,L
122,1198.1317,31.37944,W
91,1306.6514,40.80669,L
98,1404.0247,52.48716,W
123,1270.2401,38.39072,W
121,1371.3295,47.906803,L
100,1386.9757,33.64521,L
107,1557.2941,51.683823,W
122,1539.2092,50.403599,W
104,1474.318,42.191326,L
118,1632.2673,58.462955,W
113,1335.6512,28.718616,L
111,1503.0331,45.473892,L
121,1582.5095,54.326382,W
99,1412.5189,51.560562,L
106,1277.5675,39.646286,W
129,1356.0782,48.520046,W
104,1215.85,30.676163,L
109,1384.5657,32.621269,L
114,1372.6942,33.46909,W
115,1498.2694,47.251213,W
97,1633.256,56.955135,L
101,1427.4159,38.472107,W
99,1272.4635,22.765251,L
108,1587.2732,54.39502,W
107,1334.6626,28.648756,L
120,1372.5114,49.227829,W
112,1206.5432,30.687977,L
124,1275.0913,39.287479,W
112,1298.1571,39.907654,L
126,1374.6389,50.009346,W
100,1366.4783,46.608479,L
116,1268.5612,22.238222,L
136,1382.8295,34.110367,W
104,1559.7041,48.001717,L
141,1546.7188,53.977432,W
93,1588.0052,53.299797,L
119,1616.0144,57.973747,W
118,1466.8085,40.126957,L
146,1381.5438,35.34882,W
119,1322.2667,42.694187,L
121,1353.8046,47.23563,W
90,1289.5839,39.042713,L
103,1287.09,40.511986,W
90,1402.9965,50.923164,L
98,1387.3126,50.65395,W
127,1194.8099,31.667629,W
117,1199.4169,29.252369,L
104,1431.3182,37.533936,L
112,1333.9305,29.512239,W
142,1209.4457,31.281406,L
145,1199.5371,31.071362,W
114,1316.1604,43.884285,W
101,1396.5154,49.791542,L
131,1295.3474,42.3526,W
107,1379.5175,47.445988,L
109,1393.7937,49.647404,L
118,1283.6646,40.345917,W
119,1583.5649,54.336769,W
116,1389.1382,33.721737,L
102,1262.2524,21.800604,L
114,1342.9229,30.027443,W
111,1422.3259,36.553959,L
123,1576.4263,54.193363,W
127,1522.8579,48.980206,W
115,1374.4304,31.656279,L
112,1627.5934,58.500954,W
105,1447.1238,39.487091,L
104,1312.8994,42.991985,W
100,1203.4292,30.470779,L
120,1281.3264,39.52874,W
109,1184.7811,28.806993,L
114,1293.7639,40.024178,L
118,1361.9655,47.75951,W
96,1364.7795,31.151934,L
118,1532.5088,49.492245,W
102,1256.9424,21.634195,L
114,1515.511,47.459747,W
149,1633.6987,59.409008,W
125,1401.2285,34.250954,L
97,1205.5536,30.578175,L
106,1383.6943,50.359695,W
99,1359.9109,47.505581,W
96,1285.968,39.252537,L
110,1180.1395,28.395054,L
121,1290.6954,40.477432,W
105,1348.2329,28.936161,L
132,1587.3839,55.386127,W
119,1390.5166,33.499817,L
132,1412.8953,37.320885,W
114,1254.9054,20.702042,L
134,1441.0184,40.703423,W
121,1327.5422,44.706715,W
113,1390.8291,49.571503,L
142,1385.1335,50.413822,W
108,1197.3235,29.861937,L
122,1362.5481,49.358055,W
101,1283.3308,37.345409,L
118,1383.1326,32.082012,L
147,1385.3192,35.160961,W
108,1336.937,28.047356,L
124,1537.5956,50.42548,W
91,1517.548,45.012939,L
125,1420.2793,39.799488,W
124,1644.4106,59.692852,W
108,1243.3032,20.433767,L
118,1452.6206,41.298996,W
116,1598.6798,54.861233,L
112,1391.3737,49.881725,L
116,1335.434,45.261406,W
95,1380.8119,47.97612,L
99,1198.4188,31.929256,W
119,1191.0834,29.428917,L
130,1295.0179,40.9464,W
99,1175.817,29.255823,W
93,1319.0051,42.049263,L
115,1399.4017,34.89138,L
117,1443.9999,40.074726,W
135,1647.8132,60.084179,W
134,1593.002,54.419456,L
134,1493.8274,45.696495,W
111,1369.05,31.425819,L
99,1585.8569,52.286236,L
113,1546.939,52.384392,W
107,1340.7725,45.533966,W
100,1186.6123,29.175629,L
116,1386.0352,50.364807,W
106,1310.0051,41.541206,L
99,1212.0721,31.200054,L
115,1265.067,38.110489,W
129,1365.0339,48.425308,W
121,1382.9374,48.912903,L
100,1566.9045,51.502762,L
107,1446.6256,41.02388,W
123,1359.6927,32.720768,W
104,1458.2985,39.649792,L
106,1652.5491,58.735638,L
111,1239.9006,21.724085,W
113,1327.5936,29.824955,W
107,1565.8914,50.464752,L
93,1343.4011,43.787029,L
110,1204.7314,32.876869,W
111,1184.817,28.840876,L
132,1376.3942,49.348553,W
92,1390.8805,49.567463,L
103,1371.5771,49.232166,W
111,1180.4938,28.397661,L
118,1221.522,33.3465,W
129,1272.4077,37.187431,L
134,1305.1598,42.469917,W
120,1379.5605,50.177322,W
115,1367.1586,47.011177,L
115,1547.3344,49.075684,L
127,1396.776,36.32188,W
110,1455.6757,40.419773,L
126,1557.8545,52.065102,W
121,1375.4198,32.296234,L
124,1346.1506,30.236767,W
115,1500.4185,45.991474,W
112,1442.5714,39.35104,L
108,1362.459,31.062479,L
140,1636.4427,59.047443,W
130,1175.8445,27.93914,L
148,1326.6106,44.292545,W
117,1382.8971,49.206444,L
119,1357.7223,47.37936,W
114,1183.9836,28.984285,L
121,1388.9968,50.375629,W
117,1439.7195,38.581329,L
126,1410.655,37.085014,W
108,1350.3793,30.563887,W
106,1358.7872,30.73321,L
122,1588.2661,54.81115,W
117,1563.614,51.655746,L
119,1226.1713,32.792942,L
122,1331.4565,44.863239,W
123,1263.5483,38.540001,W
110,1379.3051,47.892048,L
112,1418.0112,38.061085,W
99,1449.9161,39.437504,L
151,1533.4553,50.492569,W
128,1371.1912,30.889366,L
112,1181.9911,28.617607,L
128,1361.3143,47.771305,W
118,1170.9985,27.002043,L
125,1220.6888,33.807472,W
115,1440.545,38.972073,L
131,1592.4631,55.222969,W
138,1640.1145,59.264648,W
117,1357.032,30.636023,L
122,1256.007,21.152784,L
127,1355.4453,31.429609,W
127,1432.3633,39.392498,W
122,1559.417,50.893688,L
110,1427.3823,37.707443,L
118,1547.6145,50.828518,W
102,1380.7174,48.214432,L
108,1366.3335,49.029594,W
110,1390.9894,50.909267,W
102,1365.1495,47.220604,L
140,1423.9913,38.163944,W
132,1354.4562,30.207516,L
137,1362.4972,31.26762,L
141,1551.6649,51.055031,W
109,1503.2704,46.291668,W
101,1353.7212,30.279198,L
127,1440.1154,40.233311,W
114,1436.0994,38.133553,L
110,1377.5503,49.254639,W
108,1299.489,40.71212,L
124,1506.178,47.096573,W
115,1350.0797,29.447727,L
127,1596.9088,55.622635,W
112,1248.9551,20.805437,L
119,1551.0055,49.966721,L
126,1642.6903,59.986507,W
114,1178.1559,29.178728,W
109,1230.7148,33.21331,L
100,1276.5199,39.229004,W
93,1314.0192,41.779594,L
83,1297.2555,40.202934,L
92,1359.7643,47.717197,W
105,1336.939,43.463318,L
115,1160.9725,28.260582,W
118,1553.2998,51.408962,W
110,1244.6068,20.520864,L
92,1224.8549,32.646389,L
115,1379.7838,49.81884,W
126,1174.3997,27.881584,L
150,1396.3746,51.304539,W
106,1428.0767,37.809544,L
117,1601.2571,55.906174,W
102,1514.0026,46.080383,L
108,1542.3337,50.947056,W
107,1448.1381,39.82254,L
127,1651.3621,60.307869,W
132,1184.0159,31.141979,W
110,1323.5118,41.354923,L
102,1364.6194,48.224617,W
93,1307.433,41.257153,L
122,1428.3678,37.444733,L
126,1504.131,46.791271,W
135,1556.8981,52.135918,W
110,1444.2198,39.042816,L
116,1170.3876,27.599617,L
122,1283.1061,39.543419,W
117,1604.3629,56.395638,W
107,1350.8136,29.753008,L
102,1511.0295,46.085339,L
105,1552.2053,51.620422,W
120,1424.9708,38.386513,W
114,1241.0085,20.088737,L
101,1219.2323,33.030132,W
100,1303.3837,40.955349,L
125,1369.6008,48.478054,W
115,1167.3855,27.366224,L
123,1400.3867,51.564232,W
119,1302.4515,40.979473,L
87,1345.4093,29.574404,L
94,1564.3425,52.314808,W
131,1342.2551,30.9268,W
121,1559.0559,50.122936,L
114,1235.4803,18.587673,L
156,1421.4692,39.519569,W
101,1436.7754,36.539684,L
122,1430.499,40.902325,W
125,1292.4004,39.157734,L
135,1403.0339,52.534515,W
114,1204.144,30.958269,L
118,1369.5006,48.403435,W
121,1360.8623,31.126141,L
127,1609.7672,56.524361,W
133,1504.179,46.7458,W
107,1357.4119,30.297762,L
109,1441.3285,38.802784,L
117,1412.7576,37.250717,W
124,1286.1082,39.874718,W
119,1202.2831,30.64716,L
117,1282.4253,40.261368,W
100,1299.8043,39.874962,L
133,1655.2803,60.958252,W
127,1566.1862,51.5308,L
123,1343.5657,28.890961,L
134,1351.0035,30.995062,W
114,1434.4812,38.559395,L
121,1611.1978,56.733051,W
138,1454.5168,42.010426,W
128,1359.4318,30.089117,L
106,1543.8992,50.179119,W
104,1215.6211,18.546244,L
114,1199.1216,29.515131,L
126,1299.5743,42.173584,W
89,1223.0416,31.958952,L
103,1371.3616,49.480785,W
115,1292.9576,39.823704,L
123,1372.0972,48.900551,W
115,1385.4064,50.809216,W
95,1164.8892,26.44537,L
99,1289.272,39.451786,L
110,1413.009,52.923473,W
108,1395.3623,51.268135,W
98,1311.1912,41.68565,L
120,1154.9332,25.961437,L
130,1212.3698,32.489864,W
128,1382.0334,50.544395,W
118,1289.2697,38.75898,L
119,1336.4651,28.290829,L
121,1358.1041,31.618788,W
91,1510.5873,44.570393,L
113,1558.1406,53.559803,W
103,1215.0574,18.453011,L
134,1663.3258,61.059887,W
121,1348.866,29.364273,L
126,1432.1534,39.341564,W
117,1419.6049,35.868374,L
134,1544.4629,51.497318,W
110,1187.5048,28.828112,L
123,1417.0476,53.605804,W
135,1306.5371,42.177307,W
117,1149.6288,25.537588,L
110,1285.2334,40.209694,W
105,1392.6887,49.823933,L
111,1278.6144,38.068359,L
121,1288.783,40.5168,W
103,1579.1559,54.040688,W
91,1489.572,44.041035,L
108,1465.0826,42.713875,W
106,1664.5977,60.519741,L
140,1364.4025,32.174809,W
118,1213.7855,18.048223,L
96,1613.5255,54.648281,L
112,1557.799,53.697872,W
102,1400.0164,51.552097,W
100,1376.2719,48.607876,L
112,1584.2355,52.851086,L
118,1330.1667,29.486839,W
117,1471.7964,42.040001,L
125,1657.8839,61.037373,W
119,1590.7144,55.013329,W
102,1208.2098,17.766977,L
133,1341.3904,28.581627,L
150,1580.6101,54.467018,W
115,1180.3604,28.191465,L
124,1373.3782,49.283298,W
104,1272.004,37.106419,L
115,1217.6742,33.421219,W
114,1144.9392,25.247517,L
119,1424.192,53.912182,W
116,1333.2263,28.28694,L
122,1439.629,39.66637,W
129,1369.9781,34.165836,W
118,1465.3647,39.973564,L
130,1594.6414,55.081081,W
122,1204.2828,17.714918,L
101,1664.3156,61.278088,W
96,1571.7422,52.559509,L
117,1311.2267,42.36713,W
116,1226.9091,33.237862,L
109,1292.4648,41.642509,W
100,1295.3933,39.085205,L
114,1427.426,53.546947,L
116,1385.4573,50.208588,W
109,1380.0686,49.793144,W
101,1141.7052,24.795506,L
109,1342.66,29.084932,L
115,1588.7742,54.85606,W
115,1330.1257,28.831684,W
111,1203.551,17.311823,L
132,1406.2688,35.361156,L
137,1595.3732,55.534348,W
109,1423.5726,51.90799,L
129,1313.0381,44.146786,W
120,1262.7692,38.385212,W
99,1281.7324,37.803307,L
102,1402.91,50.867878,L
107,1306.1257,42.371529,W
137,1445.6606,43.911575,W
111,1568.7158,48.840427,L
119,1442.7296,44.366856,W
89,1600.2936,51.262348,L
108,1484.4924,43.214745,L
119,1667.3419,61.898556,W
112,1335.8457,28.001383,L
118,1401.3484,36.263134,W
121,1592.9463,52.372795,L
133,1389.6823,36.859848,W
112,1330.0583,44.55101,W
110,1173.6699,27.825384,L
94,1136.6243,23.994976,L
122,1225.0977,34.165127,W
105,1389.3107,48.502571,L
113,1275.0386,40.162029,W
122,1406.5524,52.375149,W
106,1269.463,37.302467,L
104,1338.4879,29.959549,W
98,1483.2517,42.965935,L
119,1531.1248,49.395565,W
112,1327.1066,27.484009,L
119,1395.9557,51.500763,W
105,1333.9379,43.880653,L
120,1313.0801,42.709873,W
107,1127.4946,23.715403,L
139,1675.252,62.413433,W
115,1347.5354,29.311737,L
139,1415.8438,37.483215,W
123,1321.5983,26.926352,L
107,1476.5824,43.623589,W
104,1487.6177,43.95903,L
121,1410.0875,35.740582,L
124,1536.6331,49.902393,W
112,1402.3861,51.751465,W
92,1124.2645,23.495024,L
109,1234.2273,33.384594,L
130,1316.3102,43.513287,W
107,1385.1495,47.571819,L
122,1327.5074,46.160717,W
112,1411.3611,50.893471,L
126,1264.6543,38.883064,W
100,1340.8455,30.535702,W
96,1483.7064,42.642838,L
142,1474.2042,43.470409,W
123,1315.6031,26.481911,L
106,1405.0306,34.920769,L
142,1555.4055,52.041721,W
130,1480.4937,46.040436,W
120,1681.9419,60.585171,L
144,1541.6899,50.550449,W
118,1197.8311,16.861427,L
106,1363.196,46.617451,L
116,1292.0103,41.137894,W
96,1279.8007,39.998672,W
87,1404.9482,50.703789,L
96,1566.7848,51.653778,L
102,1479.0277,44.241589,W
87,1372.339,48.084518,L
90,1349.4609,46.585018,W
113,1310.7797,28.182592,W
101,1353.4338,28.76893,L
112,1503.7443,45.464111,L
123,1563.3737,52.581429,W
115,1471.118,42.413044,L
122,1658.6913,60.762299,W
118,1397.0625,34.085941,L
122,1421.8389,38.334679,W
108,1323.99,45.088749,W
96,1301.3146,39.552551,L
106,1353.8917,47.512596,W
95,1394.2969,49.8354,L
108,1368.2233,48.414753,W
99,1226.5475,33.055973,L
116,1169.7904,28.458857,W
113,1121.7024,22.924736,L
136,1548.1978,52.572899,W
111,1468.9243,40.246891,L
144,1660.885,61.270176,W
122,1335.1893,28.164433,L
135,1568.9429,53.240517,W
108,1430.0028,37.618748,L
106,1329.0242,27.887114,L
124,1559.3969,51.959278,W
96,1385.5719,48.940651,L
108,1353.5767,47.498577,W
139,1568.8545,50.891239,L
147,1448.2676,42.052284,W
116,1423.1401,37.411312,L
120,1575.8055,53.43055,W
121,1191.3232,16.328648,L
129,1328.8323,28.91337,W
130,1498.175,47.426716,W
104,1388.8986,32.161842,L
115,1339.1093,45.370113,W
107,1176.4884,28.201624,L
101,1371.4731,48.020958,L
104,1362.6167,47.9081,W
93,1115.0044,22.13995,L
115,1362.4796,48.454628,W
158,1667.2421,62.018002,W
128,1577.7975,52.514137,L
82,1325.8943,27.151028,L
88,1421.1482,38.23167,W
118,1369.8485,31.577505,L
123,1517.2251,48.024998,W
118,1173.7772,27.372126,L
135,1396.2147,51.760384,W
108,1376.6689,49.482883,W
101,1367.5989,47.471359,L
103,1223.2976,31.885706,L
113,1290.4521,41.221775,W
109,1183.4564,16.263857,L
121,1568.2461,52.607773,W
130,1676.7935,61.324615,L
131,1486.4156,45.16375,W
104,1336.6991,27.867552,L
122,1318.026,28.183956,W
115,1341.8204,46.212826,W
98,1302.1143,40.367413,L
102,1362.2135,48.014908,W
92,1105.6178,21.702269,L
150,1405.0396,52.15443,W
122,1164.9524,26.995958,L
119,1465.4819,40.99913,L
137,1667.9296,62.108978,W
116,1551.6401,49.039936,L
125,1429.0165,40.172256,W
108,1523.0865,48.313801,W
106,1495.2795,44.868694,L
121,1325.6865,28.648825,W
112,1182.4867,15.720808,L
109,1371.8662,48.999249,W
97,1293.9689,39.803017,L
128,1211.6355,32.458549,W
111,1100.2919,21.237879,L
105,1367.5394,48.937496,W
89,1160.9069,26.159731,L
103,1094.5652,21.00354,L
128,1377.2495,49.293514,W
108,1409.0851,52.465183,W
104,1349.9658,45.881573,L
118,1677.9718,62.329327,W
110,1525.9266,48.022041,L
111,1363.9871,33.14896,W
106,1562.5267,50.416393,L
92,1380.1702,48.275623,L
110,1382.0543,50.488121,W
106,1286.1953,38.906639,L
119,1346.7593,46.518284,W
114,1376.6377,49.540913,W
88,1217.3622,31.858982,L
117,1680.8409,61.282158,L
128,1523.0575,49.382706,W
111,1546.8475,50.678837,W
103,1379.6663,32.881996,L
111,1370.1028,48.400757,W
110,1211.3674,31.736219,L
123,1533.1008,49.417164,W
116,1447.5558,39.779438,L
101,1333.9313,28.47599,L
109,1569.2158,52.782635,W
135,1091.6445,20.537704,L
147,1151.8086,26.697693,W
115,1366.491,48.688778,W
102,1352.9286,45.724636,L
116,1536.848,48.39584,L
126,1443.8086,40.839916,W
106,1332.1166,28.345068,L
111,1571.0305,52.915115,W
97,1210.135,31.281261,L
115,1371.3352,48.864815,W
146,1412.2916,52.999256,W
127,1280.026,38.3269,L
109,1549.4929,48.955303,L
124,1377.0209,34.632725,W
116,1375.9181,49.798214,W
103,1205.5521,30.367634,L
95,1374.1772,47.607506,L
100,1345.2423,46.821362,W
130,1382.6324,50.9053,W
104,1392.1217,49.117252,L
108,1274.4803,37.903679,L
121,1417.8373,53.386967,W
109,1453.9219,42.795761,W
98,1526.7347,46.487541,L
98,1572.4086,51.743645,L
104,1330.7385,29.503366,W
132,1536.5051,49.107693,L
138,1667.3933,61.497879,W
133,1421.8921,54.608704,W
114,1270.4255,36.556881,L
107,1355.8743,45.454571,L
116,1363.5453,48.95232,W
105,1396.3345,51.609013,W
93,1378.4197,48.393414,L
135,1508.0781,48.929188,W
110,1472.5785,40.287327,L
87,1342.8311,29.044395,L
93,1560.3162,52.20768,W
108,1394.2517,35.1068,W
107,1532.2621,48.487583,L
86,1376.7845,48.242321,L
94,1342.635,46.179668,W
107,1533.7728,50.217026,W
98,1670.1256,60.614609,L
105,1371.2628,49.04528,W
98,1403.4913,50.97578,L
108,1349.6445,45.692959,L
114,1369.775,48.719746,W
96,1448.6532,39.680183,L
110,1532.0034,49.51228,W
99,1338.0657,28.682261,L
122,1565.0815,52.573959,W
123,1659.0551,61.085815,W
105,1544.8434,49.630703,L
103,1398.8746,34.385036,L
129,1527.6392,49.199497,W
100,1397.0483,50.323444,L
108,1377.7058,49.707043,W
111,1537.7952,50.435944,W
103,1442.8615,38.711914,L
97,1538.9757,48.344566,L
113,1664.9227,62.085613,W
106,1534.6841,48.372276,L
111,1391.8297,35.22361,W
102,1390.4646,50.776184,W
97,1384.2896,49.248802,L
117,1374.4833,48.255768,L
125,1434.8422,55.034142,W
105,1400.0112,34.607548,L
133,1568.8655,53.151161,W
118,1677.6688,60.593925,L
127,1547.0443,52.288403,W
104,1395.0283,51.219116,W
99,1385.2002,49.347866,L
123,1439.4181,52.996166,L
137,1369.9073,50.428402,W
112,1380.7106,50.169888,W
109,1399.5179,50.407127,L
115,1658.7994,61.392574,W
106,1565.9137,51.313282,L
112,1394.0057,34.452862,L
115,1574.871,53.295696,W
107,1388.9222,49.396839,L
110,1391.3063,51.171173,W
99,1391.5204,49.261826,L
107,1417.8051,54.105022,W
114,1555.9237,50.966431,L
122,1668.7894,61.66938,W
124,1392.4934,33.991409,L
128,1576.3833,53.725941,W
103,1381.1978,47.51664,L
119,1399.0308,52.973831,W
106,1580.9061,54.227776,W
100,1387.9706,33.451275,L
117,1429.4702,55.187218,W
108,1379.8552,48.087437,L
108,1417.5723,53.174164,W
107,1362.6563,47.302643,L
105,1552.4016,50.319317,L
110,1672.3115,62.175991,W
105,1368.252,47.616661,L
114,1441.0735,55.611782,W
122,1545.8711,53.21587,W
104,1678.842,59.805038,L
106,1649.1655,59.117844,L
114,1575.5476,53.996349,W
112,1419.6635,52.657444,L
120,1445.6906,56.102066,W
100,1583.7654,54.959969,W
96,1640.9478,58.238338,L
109,1414.2828,54.089603,W
100,1451.0712,54.721092,L
101,1586.223,53.758121,L
107,1594.0657,55.419521,W
113,1599.043,54.003719,L
123,1581.2457,55.180172,W
101,1436.0475,54.137341,L
109,1429.3065,54.673847,W
105,1435.5405,54.1381,L
106,1429.8135,54.673096,W
127,1583.8435,55.226486,W
119,1596.4452,53.956367,L
111,1429.8215,54.87772,W
108,1435.5325,53.930752,L
118,1583.3418,54.768986,W
105,1596.9469,54.420647,L
120,1588.2788,54.774303,W
117,1592.0099,54.415295,L
118,1427.6226,54.967892,W
112,1437.7314,53.838894,L
124,1592.067,56.469627,W
109,1588.2217,52.654446,L
122,1438.7031,55.534851,W
113,1426.6509,53.254406,L
96,1520.9222,47.69939,L
100,1376.9613,35.342575,W
125,1495.5796,48.455162,W
110,1521.127,46.948967,L
124,1467.8298,44.098358,W
116,1451.4592,41.207306,L
89,1389.5792,36.09655,W
84,1300,25.889093,L
128,1256.9314,24.144716,W
110,1373.0289,32.024467,L
106,1584.1918,56.320389,W
88,1445.8357,39.828003,L
96,1553.5248,51.407211,L
114,1599.2356,57.22517,W
116,1300,27.319506,W
107,1356.8854,31.204702,L
123,1273.075,26.530403,W
108,1413.2402,35.035919,L
144,1190.5808,26.966648,W
133,1319.3566,35.458595,L
107,1292.6907,25.569078,L
125,1500.9757,47.312222,W
121,1473.4534,43.585659,L
124,1607.4688,57.657497,W
106,1597.3441,56.939247,W
96,1396.8885,35.384373,L
127,1515.7308,48.986103,W
115,1432.6833,39.278225,L
118,1545.2916,53.509624,W
96,1508.3043,45.460999,L
107,1386.5958,36.522503,W
95,1348.6378,29.792768,L
134,1211.8405,30.390713,W
113,1384.9521,40.767841,L
134,1468.542,44.544582,W
122,1308.2476,26.469347,L
104,1334.2305,29.523296,L
111,1477.7355,44.834023,W
129,1441.6272,48.298737,L
137,1247.7559,32.377361,W
103,1567.0396,53.019764,L
107,1520.9786,49.502354,W
114,1612.3801,57.117043,L
117,1486.5564,46.095474,W
109,1401.0032,36.908867,W
101,1299.0541,26.128941,L
106,1504.5179,47.841419,W
91,1389.9854,34.852371,L
108,1604.2473,57.284039,W
101,1526.1077,49.111336,L
110,1561.9105,52.101871,L
117,1427.4355,40.274529,W
112,1289.1484,25.284498,L
114,1492.6885,46.422565,W
117,1299.7194,26.316614,L
118,1331.4486,29.749218,W
112,1349.0367,41.555161,W
108,1298.0969,34.687717,L
92,1495.8589,44.306107,L
109,1295.3301,28.022614,W
119,1480.5173,45.305302,W
115,1297.3864,25.903425,L
122,1606.248,55.935669,L
132,1436.9425,41.653736,W
111,1485.0549,44.914097,L
117,1552.4036,52.46711,W
123,1333.7816,31.14426,W
112,1509.6963,46.380562,L
92,1342.6892,38.925705,L
99,1356.5428,42.732243,W
102,1608.1346,57.41478,W
89,1285.978,25.152071,L
92,1522.2203,48.475452,L
98,1475.446,44.960644,W
122,1593.0984,56.069294,W
118,1384.807,34.701645,L
107,1404.7272,37.293488,W
106,1481.2876,44.529163,L
119,1290.5908,34.42218,L
122,1367.7738,43.003941,W
102,1398.9762,45.031124,L
112,1331.4583,39.886284,W
152,1556.1709,52.877472,W
116,1292.8488,25.518965,L
100,1315.7429,26.794468,L
123,1495.4514,47.73027,W
126,1477.5874,45.609535,W
114,1348.0265,30.122904,L
94,1389.8044,43.883686,L
126,1459.8883,53.173477,W
115,1421.5803,49.170448,W
105,1273.4525,32.08033,L
103,1383.3362,36.572914,W
97,1609.6167,55.786697,L
124,1508.6068,47.513454,L
125,1560.4281,53.081089,W
129,1487.99,46.602207,W
112,1284.496,24.302612,L
97,1408.4274,36.691116,L
110,1481.7355,45.562256,W
108,1378.7865,43.474953,L
116,1470.9063,53.546658,W
89,1411.0444,45.768257,L
108,1340.63,41.36824,W
124,1430.1976,49.72406,W
119,1267.8027,31.826437,L
112,1497.603,46.813381,W
110,1402.6293,36.478264,L
119,1450.0922,42.658524,W
117,1591.4634,54.904232,L
118,1515.9309,48.850742,W
114,1487.5336,45.177803,L
127,1288.5916,26.992022,W
116,1506.4845,45.854031,L
108,1337.6239,28.874121,L
115,1302.5875,28.000713,W
123,1370.3694,44.414776,W
100,1396.9138,44.365177,L
109,1244.509,29.697199,L
112,1435.7095,50.11113,W
118,1459.6792,40.698814,L
134,1274.8829,25.96924,W
112,1315.5109,28.878702,W
103,1401.4895,35.617851,L
108,1264.8352,33.800064,W
90,1396.6738,43.970364,L
100,1383.4036,42.566166,L
122,1287.9952,36.192905,W
127,1240.6357,28.87834,L
143,1262.2909,32.677471,W
109,1490.3523,46.139038,W
105,1400.5763,36.192703,L
99,1594.5692,55.048271,L
118,1581.8763,55.928127,W
132,1519.6382,49.174271,W
114,1293.5741,25.678949,L
101,1562.5504,50.562569,L
114,1392.252,38.298836,W
119,1499.656,48.716599,W
103,1483.8263,43.233257,L
111,1374.8732,44.027718,W
110,1354.7606,40.812977,L
104,1465.1708,42.529739,L
112,1440.988,41.40382,W
102,1290.3673,26.05526,W
101,1397.8182,35.76358,L
119,1522.845,50.445259,W
113,1583.4301,53.859261,L
95,1418.071,37.511917,L
101,1324.7006,29.600403,W
102,1281.892,34.53302,W
100,1305.2108,35.451027,L
92,1380.1667,45.259136,W
85,1383.8796,43.179329,L
104,1439.5828,49.209923,L
108,1232.1353,29.744967,W
114,1349.467,40.276714,L
130,1474.8196,54.0308,W
120,1270.7914,33.957153,W
106,1366.188,41.240543,L
103,1493.1104,44.439289,L
123,1593.0155,57.395821,W
109,1324.7484,27.964388,L
127,1536.7313,51.511398,W
107,1410.5259,36.148243,L
121,1304.7238,28.222893,W
108,1332.2457,28.482502,L
122,1458.4496,43.74828,W
112,1344.354,41.043816,W
103,1372.0458,42.413647,L
108,1315.1257,26.853882,L
119,1393.6649,36.995354,W
120,1298.0234,35.151138,L
121,1479.9326,54.305058,W
112,1546.354,51.963417,W
109,1397.3884,35.670422,L
109,1470.0989,42.95528,L
113,1317.8612,28.945541,W
116,1379.6171,42.34013,L
135,1283.4362,35.553974,W
119,1476.7244,43.464527,L
140,1518.3115,49.657364,W
122,1392.7618,35.293987,L
133,1535.5494,50.807503,W
127,1447.7092,41.771694,W
118,1320.5964,28.149767,L
128,1550.9806,52.174545,W
115,1294.5206,25.858187,L
93,1462.5138,42.596622,L
94,1405.5598,37.351559,W
109,1353.5432,41.498344,W
107,1295.1082,34.898792,L
112,1482.8479,52.699753,L
131,1364.7321,44.178047,W
117,1364.0304,41.459934,L
123,1241.1284,30.563959,W
109,1430.5896,48.186398,L
123,1392.0006,46.305634,W
120,1389.1069,35.954933,W
105,1317.0886,27.546461,L
98,1356.0011,41.888477,W
95,1355.6349,41.06971,L
91,1289.0793,33.54496,L
132,1420.4749,49.16811,W
